,0
vertex_791,0.07286357872828424
vertex_792,0.10940486607507571
vertex_793,0.12540432019377126
vertex_794,0.03393746785775076
vertex_795,0.0332502382789123
vertex_796,0.04402406033852225
vertex_797,0.10169944798498047
vertex_798,0.08170701579554678
vertex_799,0.06859036492297234
vertex_800,0.04918961987219968
vertex_801,0.04100965331254924
vertex_802,0.014613293943304888
vertex_803,0.023364704123358306
vertex_804,0.03278097117850386
vertex_805,0.03355331694098148
vertex_806,0.03951832401857089
vertex_807,0.04293256073078027
vertex_808,0.042195404522564754
vertex_809,0.039795980808586026
vertex_810,0.09104547179648885
vertex_811,0.09991751594445046
vertex_812,0.0979316432070214
vertex_813,0.08632510101168923
vertex_814,0.029411582122468072
vertex_815,0.03662921541050556
vertex_816,0.03324971878335098
vertex_817,0.03487059787486224
vertex_818,0.11390711593044053
vertex_819,0.18241366821107638
vertex_820,0.10067758863631053
vertex_821,0.05091665090200371
vertex_822,0.03141192280517302
vertex_823,0.031457862893719685
vertex_824,0.020672826285728273
vertex_825,0.058420104430114084
vertex_826,0.1809112942303504
vertex_827,0.21849532325991777
vertex_828,0.31014142886248863
vertex_829,0.20151585997435817
vertex_830,0.2545901848822019
vertex_831,0.24311668449878684
vertex_832,0.22637554985608424
vertex_833,0.21870462826891326
vertex_834,0.05898354219908408
vertex_835,0.06847923772210081
vertex_836,0.06594805577549624
vertex_837,0.08417702394321964
vertex_838,0.07280546138678985
vertex_839,0.08622116203591979
vertex_840,0.10436843537381
vertex_841,0.07910710440553738
vertex_842,0.08587736747666888
vertex_843,0.08094080771991212
vertex_844,0.08378517871547995
vertex_845,0.1596747211102755
vertex_846,0.11709343369714366
vertex_847,0.13645155017271085
vertex_848,0.11240763637896442
vertex_849,0.15701326334223348
vertex_850,0.040344347233883464
vertex_851,0.040069463654300246
vertex_852,0.038722019536931385
vertex_853,0.06940357312164258
vertex_854,0.06500177266587702
vertex_855,0.07953026304861528
vertex_856,0.07386397884293364
vertex_857,0.0724834194904445
vertex_858,0.03670790722895174
vertex_859,0.04757191369665919
vertex_860,0.042825035767340654
vertex_861,0.04664866142926173
vertex_862,0.044381839630312836
vertex_863,0.037079099972183664
vertex_864,0.0420477397760712
vertex_865,0.055319011841411386
vertex_866,0.04641355705942079
vertex_867,0.0665508608939163
vertex_868,0.08213912363198225
vertex_869,0.06932541788950201
vertex_870,0.05041718885384824
vertex_871,0.0776783011102093
vertex_872,0.1330647347086685
vertex_873,0.0772166848432332
vertex_874,0.09287733186163236
vertex_875,0.09315711136309215
vertex_876,0.06259631613739017
vertex_877,0.04990295454063215
vertex_878,0.09030349839724625
vertex_879,0.059649664701008645
vertex_880,0.07675388419666576
vertex_881,0.08072320769938658
vertex_882,0.07253572372283482
vertex_883,0.07468711403094025
vertex_884,0.07621434742335402
vertex_885,0.0742394184528731
vertex_886,0.054316726074227564
vertex_887,0.08847427537176306
vertex_888,0.037852033454307925
vertex_889,0.051698712862288485
vertex_890,0.04716391585898338
vertex_891,0.03871710296763441
vertex_892,0.05743697317978481
vertex_893,0.05993047547768103
vertex_894,0.0609915368457489
vertex_895,0.08072098392734331
vertex_896,0.09592879031356827
vertex_897,0.07730575750392706
vertex_898,0.08149659839595369
vertex_899,0.04725660972928771
vertex_900,0.07854308840078669
vertex_901,0.06868492718660313
vertex_902,0.07161262898874286
vertex_903,0.06593744428839203
vertex_904,0.0824363241860943
vertex_905,0.07005360982511291
vertex_906,0.06551217517095104
vertex_907,0.041771871671603046
vertex_908,0.03944248510402995
vertex_909,0.037999188276367515
vertex_910,0.06292539571182425
vertex_911,0.03818650795426987
vertex_912,0.05149717482937888
vertex_913,0.03783469946960912
vertex_914,0.05266547822730103
vertex_915,0.0955929551911732
vertex_916,0.05923079991954938
vertex_917,0.07388755589518767
vertex_918,0.08818011591588619
vertex_919,0.1097478648670352
vertex_920,0.12673759750044133
vertex_921,0.09811876584153148
vertex_922,0.07217674179694597
vertex_923,0.06609777547001139
vertex_924,0.10043346241903289
vertex_925,0.07926820458937274
vertex_926,0.05918286789285599
vertex_927,0.042626388426179294
vertex_928,0.07432788346661202
vertex_929,0.11078280834917588
