vertex_index,hemisphere,x_mm,y_mm,z_mm
660,L,-54.0114,-1.2458,6.5146
661,L,-57.2624,2.0678,6.6280
662,L,-59.0668,-4.8144,10.1559
663,L,-58.5377,-7.4894,9.2643
664,L,-50.6665,-52.1411,43.6729
665,L,-49.9712,-51.4496,39.2415
666,L,-51.7744,-49.2970,43.2185
667,L,-47.6894,-49.8040,42.9497
668,L,-49.0135,-53.1820,43.6469
669,L,-12.8289,-68.5485,56.6466
670,L,-12.7800,-68.8298,49.7789
671,L,-16.1646,-66.9458,53.9602
672,L,-13.8629,-64.1741,61.2953
673,L,-10.2366,-66.7060,59.4546
674,L,-12.2836,-5.0137,45.0587
675,L,-12.1742,-7.7831,42.2832
676,L,-13.2122,-11.0774,44.6226
677,L,-4.7651,13.2107,-6.3704
678,L,-4.7501,5.9703,-7.0350
679,L,-2.8805,2.5001,-5.1190
680,L,-31.6092,19.5815,-3.9667
681,L,-34.8224,15.0547,-6.4235
682,L,-27.7638,18.5256,-6.3827
683,L,-48.4684,-26.2326,-5.5483
684,L,-47.5056,-25.7591,-10.0755
685,L,-49.4021,-21.4940,-8.1904
686,L,-30.3356,-89.4944,-5.3561
687,L,-32.1681,-91.0159,-8.0486
688,L,-38.2801,-87.4767,-4.7878
689,L,-18.5899,-58.2013,8.3151
690,L,-23.5189,-59.0610,6.4476
691,L,-25.1264,-63.8078,7.0931
692,L,-55.3080,-3.9464,36.1643
693,L,-53.9490,-0.2823,35.2574
694,L,-53.9536,-2.1391,38.6385
695,L,-34.1649,8.0057,56.0511
696,L,-37.2197,13.3354,52.7943
697,L,-34.0888,14.3628,51.1792
698,L,-32.2224,19.3882,46.6711
699,L,-32.0244,12.8670,47.6692
700,L,-44.8162,-29.3737,47.7481
701,L,-45.0680,-27.1077,44.0543
702,L,-48.7979,-25.5386,50.1019
703,L,-46.0001,-9.9996,36.6631
704,L,-42.4237,-10.5295,30.9748
705,L,-48.7892,-7.2736,33.3900
706,L,-50.8614,-5.0712,30.5241
707,L,-19.3092,-38.3981,64.2704
708,L,-20.9445,-42.4736,58.0839
709,L,-21.2893,-37.6553,60.9082
710,L,-46.3595,-29.3878,56.1442
711,L,-42.9556,-33.6473,52.9755
712,L,-43.5653,-31.1105,50.1965
713,L,-39.0428,-31.0108,44.6291
714,L,-9.7159,-9.5312,68.4498
715,L,-6.5363,-13.8194,67.7117
716,L,-8.3419,-13.7632,70.4031
717,L,-18.6243,-31.7387,72.8447
718,L,-14.1782,-33.2036,74.3962
719,L,-17.2853,-35.4028,71.1542
720,L,-18.7040,-40.8437,67.6781
721,L,-26.8829,13.3162,42.0000
722,L,-28.9474,10.1733,47.5575
723,L,-15.5067,-7.7671,66.3496
724,L,-17.7454,-2.4471,68.7752
725,L,-13.6639,-6.0397,69.3203
726,L,-11.8009,-4.9502,66.3030
727,L,-13.4494,47.9819,-0.9747
728,L,-10.7084,44.8013,1.1251
729,L,-12.3179,48.3713,4.1302
730,L,-6.3642,39.7300,44.7308
731,L,-8.0671,37.3779,39.2915
732,L,-7.7473,31.5650,45.1893
733,L,-6.5689,25.5525,44.6054
734,L,-7.3741,28.2777,49.5954
735,L,-41.1842,47.0607,-9.3512
736,L,-38.2779,46.4683,-11.7325
737,L,-37.9836,51.8578,-8.7093
738,L,-8.0258,58.6881,-0.9108
739,L,-7.2794,58.7257,-6.5738
740,L,-9.3904,52.1497,-4.1528
741,L,-12.3691,47.6886,-6.6788
742,L,-35.7052,19.9215,23.1202
743,L,-40.0440,18.0840,20.7160
744,L,-37.7699,22.7503,20.6074
745,L,-38.0853,47.7675,-0.0576
746,L,-38.7663,40.7371,-1.2341
747,L,-39.2143,43.5345,-6.1500
748,L,-42.9203,39.5213,-9.8924
749,L,-36.9293,-32.0377,11.8960
750,L,-40.3303,-28.6071,10.5638
751,L,-34.2268,-30.3761,13.1110
752,L,-38.3121,9.9724,11.7297
753,L,-34.9789,5.6824,13.8187
754,L,-34.9181,12.8641,12.6878
755,L,-32.0623,15.1583,13.0862
756,L,-35.7268,18.8111,11.4520
757,L,-59.6978,-28.4571,29.3696
758,L,-62.7844,-31.5798,30.0963
759,L,-62.3771,-29.3534,26.0875
760,L,-35.2177,-32.0261,21.0914
761,L,-36.6617,-35.9718,17.5792
762,L,-35.3500,-34.9734,13.5394
763,L,-39.2415,-33.8431,7.1489
764,L,-45.9639,-69.3260,24.3271
765,L,-43.9899,-68.4747,19.3515
766,L,-42.0288,-65.9759,22.8521
767,L,-58.3452,-51.9258,15.9700
768,L,-53.8885,-49.6257,14.2697
769,L,-59.3646,-47.2523,12.7847
770,L,-59.0015,-43.1862,9.6172
771,L,-62.8171,-44.5387,12.8359
772,L,-27.0336,-52.6778,44.2441
773,L,-26.2684,-56.4104,42.8206
774,L,-27.4377,-55.1306,39.1706
775,L,-39.7966,-69.4651,32.5747
776,L,-39.8301,-73.5092,33.3882
777,L,-44.7197,-71.7513,29.2747
778,L,-44.7227,-72.9591,25.8240
779,L,-13.8695,-65.3241,32.0775
780,L,-19.2248,-71.1798,25.3629
781,L,-18.2762,-70.9172,29.4913
782,L,-23.2888,-82.5238,21.3202
783,L,-17.5112,-87.1324,21.5267
784,L,-19.7643,-85.1116,17.0603
785,L,-20.4792,-89.3864,14.4658
786,L,-23.5500,-82.6183,13.1042
787,L,-17.3466,-41.4074,53.2975
788,L,-18.1943,-41.7845,48.4011
789,L,-15.9450,-45.9253,50.5310
790,L,-4.3895,-70.6596,35.6376
791,L,-4.7860,-65.5651,34.5161
792,L,-6.7116,-68.5531,31.6802
793,L,-8.9630,-66.4086,28.8385
794,L,-2.4665,18.5638,20.5552
795,L,-0.6266,12.6053,19.2312
796,L,-1.1462,12.5351,23.4351
797,L,-5.5172,-28.3497,30.4373
798,L,-8.5294,-28.2466,29.5165
799,L,-7.7520,-33.9384,29.4628
800,L,-8.3053,-38.9336,27.5158
801,L,-4.2869,-38.1508,29.0126
802,L,-15.9648,25.5869,-23.0807
803,L,-17.8690,19.4464,-21.5000
804,L,-14.6505,20.7276,-22.4032
805,L,-28.7503,-20.8141,-11.6215
806,L,-32.8267,-18.5627,-13.3529
807,L,-37.7744,-22.1741,-13.9889
808,L,-38.1279,-23.3628,-18.3435
809,L,-39.5803,-26.8438,-14.1955
810,L,-51.5668,-4.5903,-7.1834
811,L,-56.3282,3.3551,-7.9069
812,L,-52.1565,1.9392,-9.7950
813,L,-29.5792,10.5698,-35.5779
814,L,-29.9750,14.9091,-38.3751
815,L,-26.1760,9.4541,-39.5571
816,L,-27.9795,5.0460,-41.3902
817,L,-25.1264,4.2939,-38.8059
818,L,-55.9404,-60.3623,-1.8630
819,L,-54.0315,-61.7702,-4.4954
820,L,-55.1421,-56.1612,-4.3634
821,L,-54.3161,-21.7599,-22.5833
822,L,-52.8334,-29.0710,-23.7634
823,L,-54.1528,-24.0423,-27.7873
824,L,-55.3110,-24.5054,-31.2050
825,L,-54.1923,-18.8041,-31.4747
826,L,-11.4502,-89.9937,3.8428
827,L,-10.8475,-87.7573,-0.4046
828,L,-10.6129,-91.0949,-2.7607
829,L,-35.6770,-73.0703,-16.3061
830,L,-29.3514,-74.6107,-13.2541
831,L,-36.0195,-66.5425,-15.6574
832,L,-34.7669,-61.1235,-15.4762
833,L,-41.1193,-58.6161,-20.4425
834,L,-6.0914,-27.0669,6.5709
835,L,-6.9468,-28.3826,1.3808
836,L,-8.7713,-32.0888,2.9902
837,L,-15.9633,-52.3888,-7.4431
838,L,-18.2059,-44.6775,-9.4571
839,L,-21.4243,-49.8096,-7.2239
840,L,-24.4657,-45.5982,-6.5635
841,L,-23.7216,-53.8182,-5.4037
842,L,-44.8556,-12.1415,45.8533
843,L,-49.8228,-8.2228,48.5295
844,L,-46.2849,-9.5740,50.1667
845,L,-34.3591,-9.0057,47.4259
846,L,-37.7610,-6.4932,43.4669
847,L,-32.2156,-5.0592,44.2559
848,L,-31.5095,-0.8839,48.5756
849,L,-27.8822,-3.6358,45.6830
850,L,-43.3635,-24.6202,54.6387
851,L,-43.6460,-21.4116,51.8708
852,L,-40.0647,-24.2666,47.3635
853,L,-35.2109,-14.2523,48.1271
854,L,-32.4719,-17.3942,42.8985
855,L,-37.4350,-13.7363,43.5258
856,L,-40.4011,-14.0167,40.3140
857,L,-22.0505,-31.8660,57.7201
858,L,-26.5659,-30.3111,64.2088
859,L,-25.9471,-30.5042,56.5558
860,L,-34.6814,-29.2838,49.9336
861,L,-34.9764,-30.4821,55.5835
862,L,-39.6822,-28.2514,55.3343
863,L,-42.9038,-25.1427,60.5043
864,L,-19.2126,-17.5763,63.9868
865,L,-17.7619,-19.1722,68.4100
866,L,-21.8479,-18.6487,69.5119
867,L,-21.3881,-24.7510,56.6374
868,L,-18.7271,-24.8315,60.5419
869,L,-18.3483,-29.4784,54.8920
870,L,-18.1949,-33.1227,58.4138
871,L,-24.6799,-1.9917,45.6441
872,L,-24.7499,-7.9119,44.8789
873,L,-25.2321,-14.7368,60.5774
874,L,-22.2681,-13.1484,55.4669
875,L,-21.1598,-15.5210,59.5751
876,L,-17.5415,-13.7001,59.9113
877,L,-11.2150,65.3328,11.5392
878,L,-8.4322,63.2920,15.0536
879,L,-10.6126,62.5446,17.2662
880,L,-14.8187,50.5317,32.2723
881,L,-10.9834,55.1686,29.9065
882,L,-10.7271,49.8944,36.0902
883,L,-7.6416,49.0733,40.5264
884,L,-11.9421,44.7989,41.5059
885,L,-32.2769,49.5143,5.8099
886,L,-29.2760,48.8808,0.7632
887,L,-26.4471,47.8895,3.7676
888,L,-21.9190,60.4133,11.7442
889,L,-21.3114,60.3882,6.7128
890,L,-16.4005,63.3160,8.5526
891,L,-10.7745,64.6744,5.9729
892,L,-42.0603,33.2507,27.4703
893,L,-42.4454,33.7210,23.3402
894,L,-40.8470,38.4212,25.0963
895,L,-33.7190,49.7708,16.5327
896,L,-36.7329,47.2286,16.3173
897,L,-35.6442,51.7642,12.8595
898,L,-37.2470,50.8642,7.7189
899,L,-42.5774,-18.3361,19.1782
900,L,-40.0019,-17.2712,20.8305
901,L,-44.6182,-12.2996,18.7250
902,L,-49.3767,2.2729,5.0785
903,L,-46.8654,-1.7134,11.2728
904,L,-46.5687,4.1507,6.7442
905,L,-43.1799,5.2308,8.2433
906,L,-45.7803,9.0757,2.4427
907,L,-60.9519,-16.1832,22.2737
908,L,-56.9582,-20.7095,22.9328
909,L,-58.5532,-16.9473,18.8438
910,L,-51.6896,-14.4095,16.0096
911,L,-50.6045,-18.0510,14.8487
912,L,-45.6179,-18.4536,15.7566
913,L,-41.4582,-22.8591,18.9554
914,L,-46.7489,-63.3482,35.0076
915,L,-44.6784,-61.2038,31.2437
916,L,-50.0852,-61.4526,32.2949
917,L,-51.0156,-51.0207,30.5442
918,L,-50.0803,-54.6750,27.7770
919,L,-52.8409,-51.4359,26.7712
920,L,-55.0817,-52.6452,23.1497
921,L,-57.5281,-51.5341,27.0394
922,L,-37.0633,-50.2327,33.1040
923,L,-37.4323,-54.8546,34.6362
924,L,-41.2571,-54.8460,35.6570
925,L,-49.2211,-59.8825,40.7254
926,L,-46.4532,-61.9355,43.0217
927,L,-47.9565,-63.9389,39.6287
928,L,-43.5206,-64.5379,38.1541
929,L,-7.1131,-73.5412,42.9608
930,L,-12.6860,-73.3276,41.4856
931,L,-11.1330,-75.9742,44.0826
932,L,-16.6110,-72.0124,41.8062
933,L,-18.8411,-76.0059,43.2417
934,L,-20.4928,-73.4116,38.1270
935,L,-22.3071,-76.0305,32.2492
936,L,-21.4505,-70.1850,32.6021
937,L,-7.1030,-52.5880,60.8175
938,L,-7.3272,-52.2499,56.3268
939,L,-7.5341,-55.3351,56.4735
940,L,-6.4042,-68.0815,51.9026
941,L,-9.0527,-63.4188,50.9305
942,L,-5.6713,-68.5219,47.7837
943,L,-5.2748,-69.1682,43.6801
944,L,-6.0692,9.6063,34.9619
945,L,-4.3964,6.2769,32.6095
946,L,-4.5853,3.3507,36.7430
947,L,-7.4603,-13.3896,39.5038
948,L,-4.5215,-10.3448,38.9398
949,L,-4.8175,-16.9396,39.3324
950,L,-4.1193,-20.5804,37.1219
951,L,-4.9364,-23.6881,40.8523
952,L,-5.0238,22.8266,-24.8418
953,L,-8.3491,19.2204,-19.4520
954,L,-6.3211,16.3811,-19.8701
955,L,-5.0761,-8.3894,-13.2148
956,L,-6.7816,-2.9905,-14.7030
957,L,-8.8792,-13.0783,-18.4628
958,L,-14.0284,-16.3654,-18.6038
959,L,-12.3809,-20.4748,-20.4655
960,L,-36.6955,-8.5888,-10.9539
961,L,-41.3228,-8.4337,-17.5895
962,L,-37.6395,-6.1467,-13.8725
963,L,-36.1000,3.6043,-13.5310
964,L,-38.2000,-0.8669,-19.4776
965,L,-36.9626,1.6463,-21.0701
966,L,-36.7069,3.9988,-27.7628
967,L,-34.6596,2.5728,-21.5989
968,L,-58.5560,-42.1882,-5.1646
969,L,-62.3896,-41.1068,-6.9980
970,L,-57.9477,-38.6359,-9.5488
971,L,-57.4905,-23.6036,-14.7270
972,L,-62.2460,-26.6049,-12.9789
973,L,-63.7616,-21.5210,-14.6878
974,L,-63.7071,-20.4626,-17.1547
975,L,-62.7434,-15.9373,-16.8534
976,L,-15.8720,-100.7968,-7.8962
977,L,-15.3744,-98.3815,-12.8021
978,L,-18.6669,-98.7831,-15.7580
979,L,-35.5804,-88.1543,-15.1525
980,L,-29.0385,-89.8845,-15.8175
981,L,-35.7937,-84.6527,-16.1612
982,L,-35.6856,-80.8866,-14.1066
983,L,-40.0021,-79.1826,-13.3825
984,L,-7.0024,-41.9692,6.1492
985,L,-11.0034,-41.2981,4.5298
986,L,-10.4492,-45.9065,3.8595
987,L,-22.8619,-59.3537,-0.0803
988,L,-22.2426,-53.0982,-1.0626
989,L,-18.3661,-58.3742,-0.9532
990,L,-13.4481,-55.9380,-1.5520
991,L,-9.7055,-60.7602,1.0994
992,L,-59.2623,1.8210,22.2453
993,L,-57.5900,5.6379,19.9158
994,L,-57.1352,6.0278,24.7243
995,L,-43.0179,-0.5340,29.0562
996,L,-43.6233,2.3712,26.2070
997,L,-36.5946,1.9286,27.1431
998,L,-33.7774,7.7131,25.7175
999,L,-33.2928,6.6109,29.4662
1000,L,-44.5929,2.8921,44.7412
1001,L,-42.0324,1.1955,40.5755
1002,L,-38.1585,5.1750,43.0177
1003,L,-41.3182,19.4719,43.0767
1004,L,-41.6598,14.5993,40.3753
1005,L,-42.4998,19.4539,38.0849
1006,L,-41.2091,19.0528,34.2588
1007,L,-44.2562,23.3987,36.2980
1008,L,-44.7402,26.8682,33.1983
1009,L,-39.7866,25.9774,35.7909
1010,L,-29.2707,27.3898,37.3116
1011,L,-30.5792,32.1461,38.9328
1012,L,-27.5455,33.2126,36.3492
1013,L,-27.2324,34.4303,33.0757
1014,L,-24.3460,33.6948,33.2195
1015,L,-43.2581,-38.6186,39.2657
1016,L,-46.7401,-38.7891,42.5465
1017,L,-44.5319,-35.6060,37.3197
1018,L,-46.6689,-25.6251,35.3244
1019,L,-47.7094,-29.5446,32.9281
1020,L,-49.1145,-26.0383,32.4297
1021,L,-52.9895,-27.6673,32.2029
1022,L,-51.1515,-22.9318,32.9562
1023,L,-46.3273,-19.7897,46.7429
1024,L,-53.1367,-17.9474,49.8947
1025,L,-50.1236,-19.8826,44.7000
1026,L,-51.9550,-14.7305,32.5386
1027,L,-55.9525,-14.8592,40.1838
1028,L,-58.7892,-12.4397,37.4959
1029,L,-58.8588,-15.9914,35.2447
1030,L,-61.0887,-11.0116,33.7934
1031,L,-62.5098,-11.9425,29.5281
1032,L,-59.6938,-9.4313,29.2842
1033,L,-54.0968,-3.2575,23.3889
1034,L,-54.4513,-8.6530,19.2193
1035,L,-55.6274,-2.8114,20.0903
1036,L,-56.9065,-3.4136,16.6216
1037,L,-20.8947,-55.2281,61.2565
1038,L,-23.5364,-58.8149,64.3355
1039,L,-24.6842,-54.8414,63.6754
1040,L,-29.2812,-47.2331,60.5471
1041,L,-32.3536,-51.3768,62.8693
1042,L,-35.6048,-50.4441,60.2761
1043,L,-35.3787,-52.6423,56.1438
1044,L,-37.4608,-49.6229,57.3963
1045,L,-32.7041,-33.6209,66.0984
1046,L,-28.2478,-35.3803,58.1309
1047,L,-32.5669,-35.2993,59.4160
1048,L,-32.4541,-37.3222,48.5080
1049,L,-32.3295,-39.8694,51.3207
1050,L,-33.2575,-42.6505,48.3205
1051,L,-36.7309,-46.1624,49.1146
1052,L,-35.2318,-44.2525,45.5528
1053,L,-34.1179,-45.3437,40.2630
1054,L,-33.6220,-42.8631,42.2643
1055,L,-36.6271,-34.9817,35.9822
1056,L,-37.1145,-40.0382,37.3741
1057,L,-40.4710,-39.2274,37.8366
1058,L,-43.6544,-42.2213,39.7465
1059,L,-6.4222,-10.5332,54.0039
1060,L,-5.1608,-16.2451,51.5215
1061,L,-5.2134,-16.3309,55.3976
1062,L,-8.0274,-24.2074,63.6023
1063,L,-9.1126,-25.2658,58.1556
1064,L,-6.2904,-29.6780,57.6756
1065,L,-5.6865,-34.6013,54.2110
1066,L,-5.9129,-34.7500,58.2671
1067,L,-12.3483,-24.8411,72.9262
1068,L,-8.8044,-24.4412,73.8771
1069,L,-8.3570,-29.8079,70.8758
1070,L,-8.3610,-40.5459,73.8952
1071,L,-4.4219,-41.6270,69.6438
1072,L,-8.5950,-42.5084,68.9060
1073,L,-10.5380,-41.1016,64.8038
1074,L,-15.5948,-42.4533,68.1673
1075,L,-12.6140,-48.6904,66.6907
1076,L,-13.7436,-47.8899,70.8005
1077,L,-17.8695,-49.0162,62.4868
1078,L,-15.4557,-51.5762,65.7658
1079,L,-16.6558,-52.6595,60.0991
1080,L,-17.6703,-55.8209,59.5543
1081,L,-21.3905,37.2998,32.2350
1082,L,-20.9691,31.0347,32.0702
1083,L,-20.5782,23.4856,45.4122
1084,L,-19.5817,28.7446,42.3884
1085,L,-21.2346,30.1259,48.5247
1086,L,-18.0350,34.8355,49.2278
1087,L,-19.4202,29.0602,51.4367
1088,L,-20.3765,3.2958,50.9011
1089,L,-20.6070,9.2191,49.5604
1090,L,-19.0027,6.7245,54.8726
1091,L,-15.6682,8.1896,61.7271
1092,L,-18.4052,12.8931,59.9688
1093,L,-13.7713,14.5584,57.7435
1094,L,-11.8895,21.5966,57.0693
1095,L,-9.7621,17.5471,61.1695
1096,L,-6.8012,18.9018,60.9964
1097,L,-8.0668,13.2251,64.4753
1098,L,-8.4541,-4.3634,60.7019
1099,L,-6.1764,0.4694,62.7799
1100,L,-6.5439,-4.5131,57.6728
1101,L,-6.0051,-4.0872,54.3550
1102,L,-5.6508,30.2472,-7.8822
1103,L,-3.1607,26.4330,-3.2777
1104,L,-6.4753,32.1558,-3.8852
1105,L,-5.3585,40.0366,6.3192
1106,L,-5.8630,34.7567,4.9457
1107,L,-6.3544,35.0434,10.1470
1108,L,-5.9578,29.7573,13.2223
1109,L,-5.4288,34.4064,15.7118
1110,L,-7.6592,52.0311,19.0725
1111,L,-9.8923,48.9966,14.6373
1112,L,-9.0755,46.5419,20.6679
1113,L,-9.4249,31.8767,31.5072
1114,L,-12.1137,35.3088,25.9959
1115,L,-13.0263,29.4901,27.8283
1116,L,-10.8939,27.2240,24.3378
1117,L,-13.4563,22.9763,28.9315
1118,L,-10.6513,18.3436,30.7383
1119,L,-13.5040,19.5467,33.8392
1120,L,-10.5184,14.8339,46.1092
1121,L,-11.5027,12.9304,42.0344
1122,L,-9.5854,10.2968,45.6459
1123,L,-10.2229,4.8720,46.0508
1124,L,-8.4088,6.6234,49.9896
1125,L,-44.4774,27.6200,-12.7652
1126,L,-42.1592,25.0351,-14.3368
1127,L,-42.5097,29.0834,-14.4846
1128,L,-28.3609,39.6940,-9.9577
1129,L,-29.1988,34.8817,-7.8432
1130,L,-23.5367,37.3149,-10.8384
1131,L,-19.9556,34.2948,-14.5941
1132,L,-21.5359,39.1659,-16.7062
1133,L,-21.0540,53.5815,-6.0223
1134,L,-25.3393,58.3337,-8.7963
1135,L,-17.8745,56.2439,-11.2223
1136,L,-4.9256,55.5124,-21.3504
1137,L,-9.1855,55.4957,-20.3901
1138,L,-8.0288,50.5939,-22.0549
1139,L,-10.7851,44.1622,-22.2721
1140,L,-5.4054,43.7876,-23.4656
1141,L,-4.5915,37.6764,-26.5488
1142,L,-3.1506,41.9348,-24.6010
1143,L,-10.0954,36.6277,-9.3635
1144,L,-9.8168,34.3674,-14.1989
1145,L,-7.4047,31.7721,-10.9498
1146,L,-6.3984,26.3417,-10.6860
1147,L,-47.2486,3.7844,15.1493
1148,L,-49.5730,4.5640,10.0249
1149,L,-46.3116,7.9812,13.9769
1150,L,-52.6704,18.1250,20.2842
1151,L,-53.2233,14.8576,15.4849
1152,L,-53.7668,17.5981,15.3598
1153,L,-49.3304,15.5911,10.1909
1154,L,-52.6095,20.8682,12.4022
1155,L,-38.7874,33.0935,17.9671
1156,L,-39.7019,28.6731,16.8724
1157,L,-36.6908,31.1090,12.7178
1158,L,-49.7477,32.9562,0.3726
1159,L,-50.0019,32.3454,6.5631
1160,L,-50.7889,29.2272,3.0111
1161,L,-47.7687,25.8740,5.7443
1162,L,-45.1399,28.6395,2.9071
1163,L,-39.5970,27.9581,4.8389
1164,L,-43.0612,30.1333,0.1501
1165,L,-47.2413,33.9064,-12.7004
1166,L,-42.3294,33.2815,-7.5214
1167,L,-43.2102,30.3385,-10.7478
1168,L,-36.7522,28.8247,-5.7144
1169,L,-60.9546,-20.7501,1.0775
1170,L,-62.4879,-16.7594,0.8746
1171,L,-57.5854,-18.7767,0.8801
1172,L,-44.7324,-21.5831,6.0445
1173,L,-51.1751,-17.6044,5.4714
1174,L,-46.6484,-18.8484,2.4138
1175,L,-49.2991,-15.6733,-1.1049
1176,L,-44.6844,-22.9530,-1.9110
1177,L,-34.8620,-15.7549,18.4204
1178,L,-32.8760,-22.7511,13.0607
1179,L,-34.7340,-16.0973,14.6592
1180,L,-35.7637,-6.6115,9.0296
1181,L,-38.2220,-14.4898,7.9815
1182,L,-38.6316,-13.2133,4.3191
1183,L,-35.7180,-18.8020,-3.6222
1184,L,-37.6125,-11.7575,0.4407
1185,L,-36.0865,-11.2091,-3.6037
1186,L,-37.2104,-4.7768,3.3975
1187,L,-28.6297,18.7771,8.6077
1188,L,-30.8945,11.8732,4.8255
1189,L,-29.1601,20.0291,5.2475
1190,L,-30.3341,20.6482,2.2615
1191,L,-27.4205,27.1354,3.5927
1192,L,-55.7185,-37.1219,44.2309
1193,L,-55.5877,-42.7146,43.2536
1194,L,-57.1484,-38.5071,41.6704
1195,L,-54.6344,-38.8590,32.5753
1196,L,-57.0254,-42.1049,34.3613
1197,L,-54.1255,-44.2375,31.3198
1198,L,-56.4645,-47.8657,27.2702
1199,L,-51.9233,-46.0651,27.7993
1200,L,-54.2174,-27.7293,17.5098
1201,L,-56.3651,-30.3505,19.9802
1202,L,-50.7064,-31.4898,18.8879
1203,L,-42.6042,-40.5130,16.2745
1204,L,-43.1489,-39.7688,22.1490
1205,L,-47.1410,-41.5208,17.3047
1206,L,-51.8020,-43.0428,17.8154
1207,L,-53.6156,-39.5213,13.6370
1208,L,-60.2190,-37.1915,12.0533
1209,L,-54.7946,-36.2652,9.9202
1210,L,-50.8925,-27.7135,1.8720
1211,L,-56.5120,-28.7703,5.2000
1212,L,-58.6425,-25.0529,2.7811
1213,L,-64.7660,-23.1003,2.6268
1214,L,-43.0036,-78.0738,9.8973
1215,L,-46.7162,-79.6031,7.2120
1216,L,-47.8205,-75.8270,11.1570
1217,L,-41.6845,-65.8984,10.7835
1218,L,-43.6467,-68.5860,8.6597
1219,L,-44.4129,-64.0440,7.5990
1220,L,-47.3323,-60.8993,4.8632
1221,L,-49.4080,-63.5575,8.1339
1222,L,-40.5602,-55.9648,24.0273
1223,L,-37.5392,-58.4997,20.1515
1224,L,-38.9470,-54.2072,18.4901
1225,L,-45.6773,-48.6381,8.1247
1226,L,-44.6733,-53.5902,8.5353
1227,L,-48.6078,-53.1040,5.7380
1228,L,-53.4683,-56.3059,5.8715
1229,L,-52.7808,-50.8402,2.8277
1230,L,-56.3112,-48.4010,0.7645
1231,L,-51.6062,-46.6679,1.6353
1232,L,-57.4668,-37.2649,4.5056
1233,L,-51.1079,-38.1314,2.2113
1234,L,-55.7684,-34.7363,1.4878
1235,L,-53.4323,-32.5345,-0.9156
1236,L,-61.6717,-31.4830,1.3540
1237,L,-23.1632,-60.1966,54.7794
1238,L,-22.8627,-63.8129,53.0621
1239,L,-24.1907,-61.6619,50.5632
1240,L,-27.5112,-63.1161,41.6697
1241,L,-24.8964,-61.4018,41.3044
1242,L,-25.3832,-61.6150,35.2282
1243,L,-25.3210,-63.3205,29.3727
1244,L,-28.7138,-64.8612,31.1945
1245,L,-37.2791,-63.8009,41.4513
1246,L,-34.1568,-63.5394,40.4124
1247,L,-35.0384,-68.4784,45.1501
1248,L,-34.0104,-81.0217,33.1535
1249,L,-31.6819,-78.9506,36.1334
1250,L,-32.3444,-81.1308,29.0471
1251,L,-33.1090,-77.1484,23.8830
1252,L,-34.7946,-81.8379,22.3184
1253,L,-35.0995,-82.9145,16.2743
1254,L,-37.1327,-84.9223,20.8468
1255,L,-43.2327,-77.3257,18.1447
1256,L,-39.8446,-81.9811,15.4383
1257,L,-39.2733,-78.0982,12.9138
1258,L,-37.0583,-78.8843,7.7258
1259,L,-20.6811,-60.5766,18.4431
1260,L,-19.8415,-66.6193,11.2257
1261,L,-20.5851,-66.7824,14.9528
1262,L,-8.8940,-73.4531,18.6065
1263,L,-8.6934,-69.6630,14.2485
1264,L,-3.4675,-73.0298,16.0027
1265,L,-3.5795,-80.3569,12.5645
1266,L,-4.6140,-80.3917,17.5132
1267,L,-16.4644,-83.7372,35.3004
1268,L,-11.7302,-81.9634,31.7613
1269,L,-10.1030,-85.0796,35.0924
1270,L,-10.1341,-94.5992,21.3214
1271,L,-7.2701,-90.4533,24.6443
1272,L,-10.3735,-91.1112,14.8808
1273,L,-5.1434,-93.3696,14.1171
1274,L,-8.6499,-97.1812,8.8742
1275,L,-7.5771,-101.5928,6.1057
1276,L,-11.1785,-101.0858,9.2201
1277,L,-26.2134,-96.2490,10.9437
1278,L,-20.5013,-97.4565,7.1185
1279,L,-23.1030,-93.7539,6.1773
1280,L,-23.1470,-91.3961,1.1829
1281,L,-26.1522,-88.8695,6.6540
1282,L,-13.4547,-23.8689,46.7569
1283,L,-15.5664,-21.1891,42.7599
1284,L,-16.4207,-26.2440,42.5820
1285,L,-15.1659,-38.2823,40.0290
1286,L,-15.6470,-32.8843,37.5058
1287,L,-11.6628,-35.1374,40.0614
1288,L,-8.0196,-32.6897,40.9165
1289,L,-6.8784,-37.1920,42.7658
1290,L,-6.0665,-52.2242,47.6926
1291,L,-8.2793,-48.5493,46.9537
1292,L,-8.1039,-52.1120,43.5989
1293,L,-11.4391,-55.8756,33.5937
1294,L,-13.7871,-51.0792,36.5102
1295,L,-15.1691,-49.7538,32.3982
1296,L,-13.4102,-43.1696,32.3944
1297,L,-12.5001,-49.2710,29.2343
1298,L,-8.1969,-49.3072,29.2585
1299,L,-11.2190,-54.4878,26.5273
1300,L,-13.5603,-62.4901,23.1334
1301,L,-5.9111,-63.6909,20.5214
1302,L,-14.0675,-60.2443,20.7491
1303,L,-13.0511,-57.7150,18.2659
1304,L,-1.0354,17.1370,4.7503
1305,L,-0.7818,7.8284,3.1402
1306,L,-0.8004,10.0960,6.9009
1307,L,-0.8343,-1.6487,14.7214
1308,L,-2.2525,-2.4148,10.2733
1309,L,-2.7164,-7.4518,12.6584
1310,L,-2.7365,-14.2414,11.2772
1311,L,-1.9633,-13.9318,14.0278
1312,L,-5.7309,-2.8687,30.8013
1313,L,-1.1725,-1.5140,28.9334
